customer_id,product_id,order_id,order_date,sales,quantity,discount,profit,row_id
CC-12430,OFF-AR-10001216,CA-2017-125290,2017-11-06,13.90,5,0.000,3.61,2894
CC-12430,OFF-PA-10003127,CA-2017-125290,2017-11-06,26.38,1,0.000,12.13,2895
DB-13615,OFF-BI-10003910,CA-2014-137351,2014-09-30,43.18,7,0.200,13.49,2896
TC-21475,FUR-TA-10004534,CA-2017-121419,2017-04-02,411.80,2,0.000,70.01,2897
TC-21475,TEC-AC-10000892,CA-2017-121419,2017-04-02,360.00,4,0.000,129.60,2898
NZ-18565,FUR-FU-10003247,US-2017-148054,2017-10-06,41.96,2,0.000,2.94,2899
NZ-18565,OFF-AP-10004336,US-2017-148054,2017-10-06,227.84,4,0.000,66.07,2900
NZ-18565,OFF-PA-10001295,US-2017-148054,2017-10-06,37.94,2,0.000,18.21,2901
SW-20350,TEC-PH-10002555,CA-2016-128517,2016-04-09,517.90,2,0.000,134.65,2902
RB-19360,OFF-AR-10001547,CA-2017-162572,2017-09-25,10.61,6,0.200,0.93,2903
AR-10825,FUR-CH-10002647,US-2016-148110,2016-09-05,347.80,7,0.300,-24.84,2904
SW-20350,OFF-BI-10000831,CA-2016-128517,2016-04-09,5.28,2,0.000,2.43,2905
CS-11845,FUR-CH-10004495,CA-2017-131828,2017-02-11,963.14,4,0.200,108.35,2906
CS-11845,TEC-PH-10002923,CA-2017-131828,2017-02-11,88.78,3,0.200,7.77,2907
TS-21370,TEC-CO-10001046,US-2015-100377,2015-08-28,2799.96,5,0.200,874.99,2908
AR-10825,OFF-AR-10001374,CA-2014-109218,2014-06-30,32.40,5,0.000,10.37,2909
HH-15010,OFF-EN-10002973,CA-2017-131492,2017-10-19,8.96,2,0.000,4.30,2910
HH-15010,OFF-LA-10001641,CA-2017-131492,2017-10-19,31.50,10,0.000,15.12,2911
HH-15010,FUR-FU-10003878,CA-2017-131492,2017-10-19,NULL,NULL,NULL,0.00,2912
HH-15010,FUR-TA-10003837,CA-2017-131492,2017-10-19,24.37,2,0.200,-3.35,2913
DM-13345,TEC-AC-10002800,CA-2016-144554,2016-11-07,119.98,3,0.200,22.50,2914
RE-19450,OFF-PA-10001307,CA-2017-127621,2017-03-03,26.88,8,0.200,9.74,2915
JD-16150,TEC-PH-10002350,CA-2015-145184,2015-11-27,83.97,3,0.000,23.51,2916
JD-16150,TEC-AC-10000397,CA-2015-145184,2015-11-27,104.97,3,0.000,7.35,2917
BF-11215,OFF-ST-10000615,CA-2017-106859,2017-03-13,90.80,8,0.000,25.42,2918
BF-11215,TEC-PH-10004531,CA-2017-106859,2017-03-13,140.74,8,0.200,49.26,2919
BF-11215,TEC-AC-10004001,CA-2017-106859,2017-03-13,214.95,5,0.000,88.13,2920
BF-11215,OFF-PA-10001534,CA-2017-106859,2017-03-13,45.36,7,0.000,21.77,2921
BF-11215,OFF-PA-10001815,CA-2017-106859,2017-03-13,288.24,6,0.000,138.36,2922
ML-17755,OFF-AP-10003779,US-2017-120089,2017-11-30,663.94,4,0.200,82.99,2923
YC-21895,OFF-ST-10002011,CA-2014-119375,2014-11-17,2934.33,7,0.000,792.27,2924
YC-21895,FUR-FU-10002379,CA-2014-119375,2014-11-17,124.41,3,0.000,14.93,2925
YC-21895,OFF-AR-10003752,CA-2014-119375,2014-11-17,57.75,5,0.000,26.56,2926
LR-16915,OFF-ST-10003692,CA-2016-125206,2016-01-03,114.46,2,0.000,28.62,2927
BS-11755,FUR-BO-10004409,CA-2015-126137,2015-10-03,120.67,2,0.150,18.45,2928
KM-16375,OFF-ST-10003306,CA-2014-143903,2014-07-20,342.86,3,0.200,38.57,2929
KM-16375,FUR-FU-10003724,CA-2014-143903,2014-07-20,16.74,5,0.600,-14.23,2930
KM-16375,FUR-CH-10002024,CA-2014-143903,2014-07-20,981.37,2,0.300,-140.20,2931
BT-11530,OFF-AR-10003514,CA-2014-104780,2014-05-21,31.84,8,0.000,10.51,2932
KB-16405,OFF-PA-10001800,CA-2017-101182,2017-09-04,12.96,2,0.000,6.22,2933
RD-19810,OFF-PA-10003441,CA-2016-120558,2016-06-07,32.40,5,0.000,15.55,2934
KB-16405,TEC-PH-10003589,CA-2017-101182,2017-09-04,43.18,3,0.200,15.11,2935
KH-16510,OFF-LA-10002043,US-2014-109036,2014-12-20,31.05,3,0.000,14.90,2936
NF-18385,TEC-AC-10002049,CA-2015-147830,2015-12-15,2025.36,6,0.200,607.61,2937
DW-13480,OFF-BI-10003364,US-2017-132297,2017-05-27,58.34,2,0.000,28.00,2938
NF-18385,TEC-MA-10000418,CA-2015-147830,2015-12-15,1799.99,2,0.700,-2639.99,2939
DW-13480,TEC-PH-10002834,US-2017-132297,2017-05-27,539.97,3,0.000,134.99,2940
NF-18385,TEC-PH-10004908,CA-2015-147830,2015-12-15,101.99,2,0.400,-17.00,2941
NF-18385,FUR-FU-10004091,CA-2015-147830,2015-12-15,262.86,7,0.200,69.00,2942
SM-20950,OFF-BI-10004600,CA-2017-150497,2017-07-20,735.98,2,0.000,331.19,2943
GH-14410,OFF-PA-10001289,CA-2014-128986,2014-08-03,93.02,3,0.200,33.72,2944
EM-13810,FUR-TA-10001539,CA-2015-139584,2015-08-24,284.36,2,0.400,-75.83,2945
EM-13810,TEC-AC-10001266,CA-2015-139584,2015-08-24,26.00,2,0.000,11.70,2946
DB-13210,OFF-ST-10001291,US-2016-162677,2016-03-26,67.64,5,0.200,5.92,2947
DB-13210,TEC-AC-10001314,US-2016-162677,2016-03-26,119.98,3,0.200,-18.00,2948
PT-19090,OFF-BI-10004040,US-2014-150924,2014-09-12,5.18,5,0.800,-8.03,2949
HF-14995,OFF-EN-10001539,CA-2014-153969,2014-09-21,15.56,2,0.000,7.31,2950
HF-14995,OFF-EN-10004483,CA-2014-153969,2014-09-21,78.35,5,0.000,36.82,2951
HF-14995,OFF-AR-10001615,CA-2014-153969,2014-09-21,59.52,3,0.000,15.48,2952
HF-14995,OFF-PA-10000327,CA-2014-153969,2014-09-21,38.52,9,0.000,17.33,2953
HF-14995,TEC-PH-10001299,CA-2014-153969,2014-09-21,239.98,2,0.200,24.00,2954
HF-14995,OFF-PA-10002246,CA-2014-153969,2014-09-21,19.35,3,0.000,9.48,2955
KW-16435,FUR-FU-10002671,CA-2016-146682,2016-10-29,67.00,5,0.000,32.16,2956
KC-16675,FUR-CH-10003833,CA-2016-138695,2016-05-28,390.27,8,0.200,-24.39,2957
KC-16675,OFF-PA-10001667,CA-2016-138695,2016-05-28,62.19,13,0.200,19.43,2958
PK-19075,OFF-BI-10002003,CA-2017-107461,2017-12-21,23.88,6,0.000,11.22,2959
KT-16465,OFF-BI-10004465,US-2016-133879,2016-03-21,3.17,2,0.800,-4.75,2960
KT-16465,FUR-CH-10000665,US-2016-133879,2016-03-21,528.43,5,0.300,0.00,2961
KT-16465,OFF-AR-10004956,US-2016-133879,2016-03-21,13.39,3,0.200,1.51,2962
EP-13915,OFF-AR-10004260,CA-2017-157483,2017-11-11,181.86,7,0.000,50.92,2963
AP-10915,FUR-BO-10001811,US-2017-132059,2017-09-23,180.59,2,0.700,-240.78,2964
AP-10915,TEC-AC-10003280,US-2017-132059,2017-09-23,47.98,2,0.200,0.60,2965
SH-20395,OFF-PA-10004911,CA-2017-122280,2017-09-10,18.76,2,0.000,9.00,2966
LB-16795,OFF-BI-10000285,US-2016-162103,2016-11-13,3.14,2,0.800,-4.70,2967
SM-20950,FUR-FU-10001487,CA-2017-105235,2017-12-05,20.94,3,0.000,6.07,2968
SM-20950,FUR-FU-10000521,CA-2017-105235,2017-12-05,58.68,2,0.000,18.19,2969
CM-11815,OFF-PA-10004609,CA-2014-151554,2014-11-14,20.74,4,0.200,7.26,2970
SM-20950,OFF-AP-10001271,CA-2017-105235,2017-12-05,254.90,5,0.000,68.82,2971
TS-21205,TEC-AC-10001314,CA-2014-140662,2014-11-17,99.98,2,0.000,8.00,2972
BM-11650,OFF-BI-10004728,CA-2017-152912,2017-11-09,9.64,2,0.000,4.43,2973
TS-21205,OFF-PA-10003395,CA-2014-140662,2014-11-17,733.95,7,0.000,352.30,2974
BM-11650,TEC-AC-10004666,CA-2017-152912,2017-11-09,826.62,3,0.000,355.45,2975
TS-21205,OFF-AP-10001242,CA-2014-140662,2014-11-17,241.44,3,0.000,72.43,2976
BM-11650,OFF-ST-10003208,CA-2017-152912,2017-11-09,1633.14,9,0.000,473.61,2977
BM-11650,OFF-ST-10003208,CA-2017-152912,2017-11-09,544.38,3,0.000,157.87,2978
RF-19345,OFF-LA-10001641,CA-2016-122518,2016-03-04,10.08,4,0.200,3.53,2979
TC-20980,OFF-BI-10000632,CA-2014-123498,2014-11-07,26.05,3,0.800,-44.28,2980
JF-15565,OFF-ST-10003816,US-2014-126571,2014-10-11,281.90,2,0.200,10.57,2981
TC-20980,OFF-EN-10004773,CA-2014-123498,2014-11-07,74.35,3,0.200,26.95,2982
JF-15565,OFF-EN-10002230,US-2014-126571,2014-10-11,201.43,3,0.200,67.98,2983
KB-16585,TEC-PH-10004700,CA-2017-159352,2017-03-12,69.93,7,0.000,32.17,2984
EH-14185,TEC-PH-10002660,CA-2014-143840,2014-05-22,135.98,2,0.000,33.99,2985
JE-16165,OFF-LA-10003714,US-2017-146416,2017-10-20,3.75,1,0.000,1.80,2986
EH-14185,TEC-PH-10003171,CA-2014-143840,2014-05-22,44.95,1,0.000,12.59,2987
JE-16165,OFF-BI-10001787,US-2017-146416,2017-10-20,20.93,4,0.200,7.59,2988
VW-21775,TEC-AC-10003709,CA-2014-115980,2014-07-15,2.97,3,0.000,1.31,2989
DR-12940,OFF-ST-10002957,US-2015-163783,2015-12-27,12.67,3,0.200,-3.17,2990
VW-21775,OFF-FA-10000304,CA-2014-115980,2014-07-15,6.54,3,0.000,2.68,2991
RW-19630,TEC-PH-10002115,CA-2017-123981,2017-10-02,65.99,1,0.000,17.16,2992
KN-16450,TEC-AC-10003709,CA-2015-155145,2015-12-27,7.92,8,0.000,3.48,2993
ML-18040,OFF-BI-10002557,CA-2017-158953,2017-06-04,6.37,7,0.800,-9.56,2994
SJ-20215,FUR-CH-10002774,CA-2015-146038,2015-02-09,203.92,5,0.200,22.94,2995
JL-15130,OFF-BI-10002949,CA-2014-165428,2014-09-01,3.65,3,0.800,-6.02,2996
PS-19045,TEC-CO-10001046,CA-2017-133865,2017-05-08,3359.95,6,0.200,1049.98,2997
JL-15130,OFF-PA-10004100,CA-2014-165428,2014-09-01,31.10,6,0.200,10.89,2998
CM-12655,OFF-FA-10001883,CA-2016-169026,2016-08-08,23.34,3,0.000,0.23,2999
FH-14365,TEC-PH-10000702,CA-2017-109750,2017-07-22,NULL,NULL,NULL,0.00,3000
EH-13945,OFF-BI-10003196,CA-2015-149384,2015-07-10,3.37,3,0.700,-2.24,3001
TB-21280,TEC-PH-10001644,CA-2014-131527,2014-12-01,95.97,4,0.200,9.60,3002
KM-16225,OFF-FA-10003495,CA-2017-116358,2017-11-02,18.24,3,0.000,9.12,3003
AH-10030,OFF-AR-10003183,CA-2017-164000,2017-12-18,18.70,7,0.200,2.34,3004
KM-16225,OFF-AR-10004685,CA-2017-116358,2017-11-02,27.78,6,0.000,9.17,3005
TT-21070,FUR-FU-10000308,CA-2014-164224,2014-05-18,149.23,3,0.200,3.73,3006
GM-14695,OFF-AR-10004757,CA-2014-102988,2014-04-05,22.96,7,0.000,7.58,3007
GM-14695,TEC-PH-10001615,CA-2014-102988,2014-04-05,28.99,1,0.000,8.41,3008
GM-14695,OFF-PA-10003349,CA-2014-102988,2014-04-05,12.96,2,0.000,6.35,3009
GM-14695,OFF-AR-10000127,CA-2014-102988,2014-04-05,22.96,7,0.000,6.66,3010
GM-14695,OFF-SU-10002881,CA-2014-102988,2014-04-05,4164.05,5,0.000,83.28,3011
KT-16465,TEC-AC-10001109,US-2014-117170,2014-09-17,47.98,2,0.200,13.20,3012
KT-16465,OFF-PA-10000682,US-2014-117170,2014-09-17,4.62,1,0.200,1.68,3013
MH-17785,FUR-FU-10000221,CA-2014-159478,2014-09-30,15.24,3,0.000,5.18,3014
AF-10885,OFF-BI-10002429,CA-2014-103702,2014-09-12,63.92,7,0.700,-46.88,3015
JP-16135,OFF-AR-10002375,CA-2017-150525,2017-02-20,6.56,2,0.000,1.90,3016
JP-16135,OFF-AP-10000595,CA-2017-150525,2017-02-20,13.11,3,0.000,3.41,3017
RD-19585,TEC-PH-10001530,CA-2015-157770,2015-12-13,494.38,3,0.200,49.44,3018
RD-19585,OFF-BI-10000050,CA-2015-157770,2015-12-13,29.20,5,0.200,9.86,3019
RD-19585,TEC-AC-10001552,CA-2015-157770,2015-12-13,248.85,5,0.000,27.37,3020
RD-19585,TEC-AC-10003399,CA-2015-157770,2015-12-13,36.24,1,0.000,15.22,3021
TT-21070,OFF-PA-10001526,CA-2014-164224,2014-05-18,15.94,4,0.200,5.78,3022
JF-15295,OFF-AR-10004078,CA-2016-167290,2016-10-30,11.68,2,0.000,3.50,3023
RD-19900,TEC-PH-10002103,CA-2014-158372,2014-11-10,601.54,8,0.200,60.15,3024
CK-12595,OFF-SU-10002189,CA-2014-106264,2014-12-26,11.91,3,0.000,0.12,3025
RD-19900,TEC-AC-10004209,CA-2014-158372,2014-11-10,10.99,1,0.000,4.29,3026
CK-12595,FUR-FU-10001852,CA-2014-106264,2014-12-26,3.48,2,0.000,1.11,3027
RD-19900,FUR-FU-10000397,CA-2014-158372,2014-11-10,39.88,2,0.000,11.17,3028
RD-19900,OFF-PA-10002137,CA-2014-158372,2014-11-10,62.24,8,0.000,28.01,3029
RD-19900,FUR-FU-10001867,CA-2014-158372,2014-11-10,53.20,5,0.000,14.90,3030
RD-19900,OFF-LA-10000407,CA-2014-158372,2014-11-10,39.84,8,0.000,18.33,3031
LA-16780,TEC-AC-10000420,CA-2016-108882,2016-01-09,349.95,5,0.000,118.98,3032
LA-16780,TEC-PH-10002726,CA-2016-108882,2016-01-09,377.93,9,0.200,141.72,3033
SH-19975,OFF-EN-10001415,US-2017-108245,2017-09-22,13.39,3,0.200,5.02,3034
SH-19975,OFF-BI-10000773,US-2017-108245,2017-09-22,11.23,7,0.800,-18.53,3035
SF-20200,OFF-AP-10002350,CA-2014-142314,2014-12-23,207.24,11,0.000,58.03,3036
TH-21235,OFF-AR-10001919,CA-2016-132409,2016-05-26,1.50,1,0.200,0.17,3037
TH-21235,OFF-AP-10002082,CA-2016-132409,2016-05-26,34.85,2,0.200,6.53,3038
VG-21790,OFF-LA-10002762,CA-2017-150189,2017-07-08,75.18,6,0.000,35.33,3039
NP-18325,TEC-AC-10002800,CA-2014-114433,2014-05-13,149.97,3,0.000,52.49,3040
FH-14275,OFF-BI-10003925,CA-2017-104640,2017-11-10,931.18,3,0.200,314.27,3041
FH-14275,TEC-PH-10002200,CA-2017-104640,2017-11-10,430.88,2,0.000,124.96,3042
JP-15460,OFF-PA-10001295,US-2015-137008,2015-10-02,94.85,5,0.000,45.53,3043
JP-15460,OFF-EN-10002500,US-2015-137008,2015-10-02,51.12,4,0.000,23.00,3044
JP-15460,TEC-AC-10000892,US-2015-137008,2015-10-02,90.00,1,0.000,32.40,3045
ES-14080,OFF-PA-10001838,CA-2014-108189,2014-10-02,NULL,NULL,NULL,0.20,3046
ES-14080,OFF-FA-10000735,CA-2014-108189,2014-10-02,4.67,2,0.200,1.46,3047
ES-14080,TEC-PH-10001760,CA-2014-108189,2014-10-02,318.40,2,0.200,107.46,3048
ES-14080,OFF-EN-10004846,CA-2014-108189,2014-10-02,12.77,6,0.200,4.63,3049
ES-14080,OFF-SU-10003567,CA-2014-108189,2014-10-02,15.36,2,0.200,-3.26,3050
ES-14080,TEC-PH-10001557,CA-2014-108189,2014-10-02,230.38,3,0.200,20.16,3051
ES-14080,TEC-AC-10003038,CA-2014-108189,2014-10-02,7.16,1,0.200,-0.09,3052
KL-16645,OFF-ST-10004459,CA-2014-154641,2014-08-11,375.34,1,0.000,18.77,3053
BN-11515,FUR-FU-10004960,CA-2017-131625,2017-09-01,114.90,5,0.000,39.07,3054
ND-18370,OFF-BI-10000632,US-2017-156356,2017-04-16,26.05,3,0.800,-44.28,3055
ND-18370,OFF-BI-10001107,US-2017-156356,2017-04-16,2.90,1,0.800,-4.78,3056
ND-18370,OFF-ST-10002301,US-2017-156356,2017-04-16,32.54,2,0.200,-7.73,3057
JL-15130,OFF-BI-10003355,CA-2016-138933,2016-04-24,3.98,1,0.200,1.39,3058
RC-19825,FUR-TA-10002903,CA-2016-140746,2016-01-15,181.80,1,0.300,-15.58,3059
CC-12475,OFF-ST-10001580,CA-2016-146836,2016-05-02,44.94,3,0.000,12.58,3060
CC-12475,OFF-BI-10000315,CA-2016-146836,2016-05-02,45.58,3,0.200,15.95,3061
DW-13195,FUR-CH-10003774,US-2016-127971,2016-11-20,318.43,5,0.300,-77.33,3062
DW-13195,TEC-PH-10003095,US-2016-127971,2016-11-20,122.92,7,0.200,46.10,3063
DW-13195,FUR-FU-10000023,US-2016-127971,2016-11-20,7.07,3,0.600,-2.83,3064
CK-12760,OFF-ST-10002214,US-2016-140809,2016-02-01,56.45,5,0.000,14.68,3065
EG-13900,OFF-BI-10002799,CA-2017-114524,2017-03-31,13.47,13,0.800,-22.90,3066
SJ-20215,TEC-PH-10004912,CA-2017-113355,2017-12-01,219.80,5,0.200,24.73,3067
SJ-20215,FUR-CH-10002602,CA-2017-113355,2017-12-01,317.06,3,0.300,-18.12,3068
BP-11185,TEC-AC-10004510,US-2017-140907,2017-12-10,49.08,3,0.000,4.91,3069
BP-11185,OFF-ST-10000060,US-2017-140907,2017-12-10,324.90,5,0.000,38.99,3070
KH-16510,OFF-BI-10003638,CA-2014-138023,2014-08-15,30.96,8,0.800,-52.63,3071
CM-12655,TEC-MA-10002428,CA-2017-113418,2017-10-01,1704.89,11,0.000,767.20,3072
EB-13870,OFF-BI-10001036,US-2015-110569,2015-05-23,19.19,7,0.700,-12.80,3073
EB-13870,OFF-AP-10004708,US-2015-110569,2015-05-23,121.79,4,0.200,13.70,3074
MW-18235,TEC-MA-10000488,CA-2017-136308,2017-11-16,1919.98,3,0.200,216.00,3075
CS-11950,OFF-BI-10003656,US-2014-159926,2014-11-18,51.00,1,0.700,-40.80,3076
CS-11950,OFF-ST-10003656,US-2014-159926,2014-11-18,76.79,1,0.200,-16.32,3077
CS-11950,TEC-PH-10001128,US-2014-159926,2014-11-18,539.96,6,0.400,-107.99,3078
CS-11950,FUR-FU-10001473,US-2014-159926,2014-11-18,60.31,3,0.200,5.28,3079
CS-11950,OFF-BI-10004656,US-2014-159926,2014-11-18,1.94,3,0.700,-1.43,3080
SP-20620,OFF-EN-10004955,CA-2014-104738,2014-12-30,12.98,3,0.200,4.71,3081
SP-20620,TEC-PH-10002468,CA-2014-104738,2014-12-30,217.58,2,0.200,19.04,3082
SP-20620,TEC-PH-10000576,CA-2014-104738,2014-12-30,328.78,3,0.200,28.77,3083
SP-20620,OFF-BI-10002160,CA-2014-104738,2014-12-30,2.29,3,0.800,-3.66,3084
SP-20620,TEC-AC-10003628,CA-2014-104738,2014-12-30,47.98,2,0.200,14.40,3085
GT-14635,OFF-BI-10001116,CA-2015-144386,2015-11-05,25.34,6,0.200,8.87,3086
LW-17215,OFF-BI-10002026,CA-2016-111416,2016-09-17,232.40,5,0.200,78.44,3087
AH-10030,FUR-FU-10003691,CA-2016-162747,2016-03-20,86.45,7,0.000,38.04,3088
TH-21100,FUR-CH-10002602,US-2014-133130,2014-09-27,603.92,5,0.200,45.29,3089
TH-21100,OFF-PA-10000675,US-2014-133130,2014-09-27,81.98,2,0.000,40.17,3090
HG-15025,FUR-CH-10002602,CA-2017-169978,2017-12-24,271.76,2,0.100,48.31,3091
HG-15025,OFF-BI-10001900,CA-2017-169978,2017-12-24,14.38,3,0.200,4.85,3092
EB-13750,FUR-FU-10001468,CA-2017-161739,2017-11-10,341.96,5,0.600,-427.45,3093
SC-20725,OFF-AR-10004648,CA-2015-165057,2015-09-11,181.35,9,0.000,48.96,3094
SC-20725,OFF-LA-10003190,CA-2015-165057,2015-09-11,8.64,3,0.000,4.23,3095
TS-21505,OFF-AP-10004868,CA-2014-134551,2014-12-20,43.51,7,0.200,3.81,3096
TS-21505,FUR-CH-10004287,CA-2014-134551,2014-12-20,662.88,3,0.200,74.57,3097
TS-21505,OFF-PA-10002689,CA-2014-134551,2014-12-20,25.92,5,0.200,9.07,3098
TH-21550,OFF-AP-10002892,CA-2015-120810,2015-07-23,68.94,3,0.000,20.68,3099
TH-21550,FUR-FU-10002253,CA-2015-120810,2015-07-23,128.82,3,0.000,50.24,3100
KD-16270,OFF-BI-10001359,CA-2014-165309,2014-11-11,896.99,5,0.800,-1480.03,3101
KD-16270,OFF-BI-10001267,CA-2014-165309,2014-11-11,1.23,1,0.800,-1.97,3102
KD-16270,OFF-AR-10003582,CA-2014-165309,2014-11-11,67.56,3,0.200,6.76,3103
KD-16270,OFF-PA-10003724,CA-2014-165309,2014-11-11,21.72,5,0.200,7.87,3104
KD-16270,OFF-PA-10001033,CA-2014-165309,2014-11-11,262.34,8,0.200,95.10,3105
KD-16270,TEC-PH-10003505,CA-2014-165309,2014-11-11,148.48,2,0.200,16.70,3106
KD-16270,TEC-PH-10004959,CA-2014-165309,2014-11-11,241.18,3,0.200,15.07,3107
GM-14455,TEC-AC-10000474,CA-2017-122595,2017-12-14,227.98,3,0.200,28.50,3108
GM-14455,TEC-PH-10003095,CA-2017-122595,2017-12-14,52.68,3,0.200,19.76,3109
GM-14455,FUR-FU-10002963,CA-2017-122595,2017-12-14,2.03,1,0.600,-1.32,3110
PR-18880,OFF-AR-10000203,US-2017-109253,2017-08-21,17.12,4,0.000,4.96,3111
PR-18880,TEC-PH-10004667,US-2017-109253,2017-08-21,431.97,4,0.200,37.80,3112
PR-18880,FUR-FU-10000193,US-2017-109253,2017-08-21,129.92,4,0.000,10.39,3113
PR-18880,FUR-TA-10001539,US-2017-109253,2017-08-21,568.73,3,0.200,28.44,3114
PR-18880,OFF-BI-10000962,US-2017-109253,2017-08-21,117.14,9,0.200,42.46,3115
PR-18880,OFF-AP-10002867,US-2017-109253,2017-08-21,203.52,3,0.000,54.95,3116
PR-18880,OFF-LA-10001158,US-2017-109253,2017-08-21,51.75,5,0.000,24.84,3117
TB-21055,OFF-PA-10000675,CA-2016-145982,2016-08-27,122.97,3,0.000,60.26,3118
TB-21055,FUR-TA-10001307,CA-2016-145982,2016-08-27,244.62,1,0.300,20.97,3119
TB-21055,TEC-PH-10000011,CA-2016-145982,2016-08-27,59.97,3,0.000,28.79,3120
TB-21055,OFF-PA-10002666,CA-2016-145982,2016-08-27,81.54,9,0.000,36.69,3121
TB-21055,OFF-FA-10000735,CA-2016-145982,2016-08-27,11.68,4,0.000,5.26,3122
TB-21055,OFF-BI-10000174,CA-2016-145982,2016-08-27,29.00,5,0.000,13.92,3123
ON-18715,OFF-AR-10003156,CA-2015-112014,2015-08-13,50.80,5,0.000,13.21,3124
AH-10195,OFF-BI-10000474,CA-2017-154732,2017-11-05,16.03,5,0.800,-25.65,3125
NM-18520,OFF-BI-10003712,US-2016-157308,2016-08-17,NULL,NULL,NULL,0.20,3126
AR-10510,TEC-AC-10003280,CA-2016-147536,2016-12-26,89.97,3,0.000,18.89,3127
BM-11650,FUR-BO-10002916,US-2014-134733,2014-09-23,436.00,3,0.150,20.52,3128
BM-11650,TEC-PH-10002726,US-2014-134733,2014-09-23,83.98,2,0.200,31.49,3129
CA-12310,TEC-PH-10000895,US-2014-150434,2014-07-19,359.98,2,0.000,93.59,3130
CA-12310,FUR-TA-10004152,US-2014-150434,2014-07-19,70.56,1,0.300,-4.03,3131
CA-12310,OFF-BI-10003694,US-2014-150434,2014-07-19,NULL,NULL,NULL,0.00,3132
CA-12310,OFF-BI-10002160,US-2014-150434,2014-07-19,3.81,1,0.000,1.83,3133
NF-18595,OFF-PA-10001685,CA-2017-100335,2017-09-07,73.01,9,0.200,26.47,3134
AF-10870,OFF-BI-10000773,CA-2016-139234,2016-05-06,3.21,2,0.800,-5.29,3135
AF-10870,TEC-AC-10004510,CA-2016-139234,2016-05-06,26.18,2,0.200,-3.27,3136
TC-21535,OFF-PA-10004569,US-2015-142020,2015-06-04,30.44,4,0.000,14.31,3137
TC-21535,FUR-FU-10000672,US-2015-142020,2015-06-04,35.28,3,0.000,12.00,3138
Dp-13240,OFF-PA-10004451,CA-2015-139962,2015-12-13,19.44,3,0.000,9.33,3139
Dp-13240,OFF-BI-10004738,CA-2015-139962,2015-12-13,37.88,2,0.000,18.94,3140
MC-17425,FUR-FU-10001940,CA-2016-130050,2016-07-16,9.55,3,0.600,-3.82,3141
LC-17050,FUR-BO-10003966,CA-2014-115161,2014-01-31,290.67,2,0.150,3.42,3142
BM-11650,OFF-PA-10003072,CA-2014-165379,2014-07-09,NULL,NULL,NULL,0.20,3143
BM-11650,OFF-PA-10002245,CA-2014-165379,2014-07-09,14.35,3,0.200,4.49,3144
NW-18400,FUR-BO-10002598,CA-2015-115511,2015-11-21,141.96,2,0.000,41.17,3145
NW-18400,OFF-BI-10002225,CA-2015-115511,2015-11-21,66.05,4,0.200,23.12,3146
TB-21280,TEC-AC-10003832,CA-2016-134887,2016-03-25,1287.45,5,0.000,244.62,3147
BS-11755,OFF-BI-10000822,CA-2017-123778,2017-09-23,25.82,6,0.200,9.04,3148
BS-11755,OFF-AP-10001242,CA-2017-123778,2017-09-23,160.96,2,0.000,48.29,3149
SO-20335,FUR-FU-10002445,CA-2015-161718,2015-12-04,28.44,3,0.000,11.38,3150
SO-20335,FUR-CH-10002372,CA-2015-161718,2015-12-04,364.41,5,0.100,8.10,3151
SO-20335,TEC-PH-10000376,CA-2015-161718,2015-12-04,39.96,4,0.000,10.39,3152
SO-20335,FUR-CH-10002965,CA-2015-161718,2015-12-04,361.76,2,0.100,68.33,3153
CS-12490,OFF-ST-10004950,CA-2016-100671,2016-11-01,111.67,9,0.200,6.98,3154
PO-19180,OFF-BI-10003166,CA-2017-142867,2017-03-17,13.78,6,0.800,-22.04,3155
PO-19180,OFF-PA-10004610,CA-2017-142867,2017-03-17,10.27,3,0.200,3.21,3156
TD-20995,FUR-FU-10000320,CA-2017-103156,2017-11-23,24.05,9,0.200,7.21,3157
SP-20620,OFF-EN-10004030,US-2017-162208,2017-08-27,2.90,1,0.200,0.98,3158
MS-17365,OFF-EN-10004147,CA-2015-130659,2015-12-04,17.94,3,0.000,8.79,3159
MS-17365,FUR-CH-10003535,CA-2015-130659,2015-12-04,384.17,7,0.100,29.88,3160
MS-17365,TEC-PH-10004586,CA-2015-130659,2015-12-04,1799.75,5,0.000,539.92,3161
Dp-13240,OFF-ST-10003208,CA-2017-148404,2017-10-07,580.67,4,0.200,65.33,3162
Dp-13240,OFF-FA-10003112,CA-2017-148404,2017-10-07,18.94,3,0.200,5.92,3163
Dp-13240,TEC-PH-10004447,CA-2017-148404,2017-10-07,222.38,2,0.200,16.68,3164
Dp-13240,OFF-BI-10002854,CA-2017-148404,2017-10-07,50.45,6,0.700,-33.64,3165
Dp-13240,FUR-TA-10001039,CA-2017-148404,2017-10-07,154.76,3,0.400,-36.11,3166
DB-13660,OFF-PA-10004239,CA-2017-101077,2017-03-25,6.85,2,0.200,2.14,3167
MG-17650,TEC-PH-10001530,CA-2014-166471,2014-08-09,1091.17,4,0.200,68.20,3168
MG-17650,TEC-PH-10000038,CA-2014-166471,2014-08-09,219.17,2,0.200,-43.83,3169
EH-14185,OFF-BI-10001765,CA-2014-105340,2014-11-22,6.93,1,0.800,-11.08,3170
CL-11890,OFF-PA-10000380,US-2017-131583,2017-06-10,NULL,NULL,NULL,0.20,3171
